data_column,label
individuals socio­ cultural context needs taken account judgment made,1
ex­ ample certain cultures behavior might otherwise appear socially anxious may considered appropriate social situations eg might seen sign respect,1
duration disturbance typically least 6 months criterion f,1
dura­ tion threshold helps distinguish disorder transient social fears com­ mon particularly among children community,1
however duration criterion used general guide allowance degree flexibility,1
fear anxiety avoidance must interfere significantly individuals normal routine occupational academic functioning social activities relationships must cause clinically significant distress impairment social occupational important ar­ eas functioning criterion g,1
example individual afraid speak pub­ lic would receive diagnosis social anxiety disorder activity routinely encountered job classroom work individual significantly dis­ tressed,1
however individual avoids passed job educa­ tion really wants social anxiety symptoms,1
criterion g met,1
associated features supporting diagnosis individuals social anxiety disorder may inadequately assertive excessively sub­ missive less commonly highly controlling conversation,1
may show overly rigid body posture inadequate eye contact speak overly soft voice,1
in­ dividuals may shy withdrawn may less open conversations dis­ close little,1
